date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:09	41/41	---M--	200	added ('OK')	text/css	etag:%2229-5cff3a4783d86%22	http://clapat.ro/themes/grenada-wordpress/wp-content/uploads/bws-custom-code/bws-custom-code.css?ver=2.4.2	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/uploads/bws-custom-code/bws-custom-codea305.css	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:10	30814/30814	---M-Z	200	added ('OK')	application/x-javascript	etag:%22785e-5f42a616dc7d5-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag.js?ver=7.12.1	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/plugins/google-analytics-dashboard-for-wp/assets/js/frontend-gtag8ebc.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:10	89496/89496	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d98-5b62ac4110287-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/jquery/jquery.min9d52.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:11	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-5b62ac4103767-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:13	1591/1591	---M-Z	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2002:51:11%20GMT	http://clapat.ro/themes/grenada-wordpress/wp-json/wp/v2/pages/1707	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-json/wp/v2/pages/1707.json	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:13	130645/130645	---M-Z	200	added ('OK')	application/json	date:Mon,%2015%20Apr%202024%2002:51:12%20GMT	http://clapat.ro/themes/grenada-wordpress/wp-json/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-json/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:14	912/912	---M-Z	200	added ('OK')	text/xml	date:Mon,%2015%20Apr%202024%2002:51:13%20GMT	http://clapat.ro/themes/grenada-wordpress/xmlrpc.php?rsd	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/xmlrpc0db0.php	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:14	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-57777a1a03d00-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/wlwmanifest.xml	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/wlwmanifest.xml	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:16	428/428	---M--	503	error ('Service%20Unavailable')	text/html	date:Mon,%2015%20Apr%202024%2002:51:15%20GMT	http://clapat.ro/themes/grenada-wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fclapat.ro%2Fthemes%2Fgrenada-wordpress%2F	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-json/oembed/1.0/embedcbf5	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:18	428/428	---M--	503	error ('Service%20Unavailable')	text/html	date:Mon,%2015%20Apr%202024%2002:51:17%20GMT	http://clapat.ro/themes/grenada-wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fclapat.ro%2Fthemes%2Fgrenada-wordpress%2F&format=xml	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-json/oembed/1.0/embed.12b66a.delayed	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:19	2447/2447	---M--	200	added ('OK')	image/png	etag:%2298f-57fc37e2111c0%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/logo.png	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/logo.png	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:20	428/428	---M--	503	error ('Service%20Unavailable')	text/html	date:Mon,%2015%20Apr%202024%2002:51:19%20GMT	http://clapat.ro/themes/grenada-wordpress/?wordfence_lh=1&hid=D5FD413BB82066F9FE981E7E9CE79CD8	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/index2c2f.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:20	2493/2493	---M--	200	added ('OK')	image/png	etag:%229bd-57fc37e2111c0%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/logo-white.png	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/logo-white.png	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:21	99310/99310	---M-Z	200	added ('OK')	application/x-javascript	etag:%22183ee-5b62ac4122b67-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:21	35176/35176	---M-Z	200	added ('OK')	text/html	etag:%22203e-61618e2674e4f%22	http://clapat.ro/themes/grenada-wordpress/centered-slider/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/centered-slider/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:21	35184/35184	---M-Z	200	added ('OK')	text/html	etag:%222041-61618e02dc59c%22	http://clapat.ro/themes/grenada-wordpress/fullscreen-slider/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/fullscreen-slider/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:22	39981/39981	---M-Z	200	added ('OK')	text/html	etag:%2220d8-61618db0b710d%22	http://clapat.ro/themes/grenada-wordpress/portfolio-grid/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/portfolio-grid/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:23	35083/35083	---M-Z	200	added ('OK')	text/html	etag:%222047-61618e0f75725%22	http://clapat.ro/themes/grenada-wordpress/fullscreen-menu/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/fullscreen-menu/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:23	7908/7908	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ee4-5ba75701d9b66-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:23	34195/34195	---M-Z	200	added ('OK')	text/html	etag:%2220d2-61618e94ab3be%22	http://clapat.ro/themes/grenada-wordpress/about-2/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/about-2/about-2.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:23	47385/47385	---M-Z	200	added ('OK')	text/html	etag:%2225c9-61618da882b9a%22	http://clapat.ro/themes/grenada-wordpress/stories/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/stories/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:23	33023/33023	---M-Z	200	added ('OK')	text/html	etag:%2220bf-61618e1a415c7%22	http://clapat.ro/themes/grenada-wordpress/contact/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/contact/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:24	34597/34597	---M-Z	200	added ('OK')	text/html	etag:%2221fe-61618dc0aeb5b%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/sonya/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/sonya/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:24	35686/35686	---M-Z	200	added ('OK')	text/html	etag:%22222d-61618dcb63acd%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/novaroom/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/novaroom/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:24	34322/34322	---M-Z	200	added ('OK')	text/html	etag:%222287-616199cf28f20%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/gold-man/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/gold-man/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	34729/34729	---M-Z	200	added ('OK')	text/html	etag:%2220e4-6161999642cac%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/born-wild/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/born-wild/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	353/353	---M-Z	200	added ('OK')	application/x-javascript	etag:%22161-57fc388801940-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	34761/34761	---M-Z	200	added ('OK')	text/html	etag:%2222a0-61618dd4b4af0%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/kitchen-options/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/kitchen-options/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	37260/37260	---M-Z	200	added ('OK')	text/html	etag:%22225b-61618df7dee03%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/baseball-game/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/baseball-game/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	35330/35330	---M-Z	200	added ('OK')	text/html	etag:%222235-61618db841ba8%22	http://clapat.ro/themes/grenada-wordpress/grenada_portfolio/the-biker/	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/grenada_portfolio/the-biker/index.html	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:25	867/867	---M-Z	200	added ('OK')	application/x-javascript	etag:%22363-5ba75701d977e-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:26	47085/47085	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7ed-5b62ac4121faf-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:26	7165/7165	---M-Z	200	added ('OK')	application/x-javascript	etag:%221bfd-5858cc5ae3f80-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:27	417/417	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a1-57fc388801940-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:27	2978/2978	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba2-5be2e6d8ab59b-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-object-fit.min.js?ver=2.3.4	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/dist/vendor/wp-polyfill-object-fit.min531b.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:27	11862/11862	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e56-5cff2c15c6eaa-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.2	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/plugins/contact-form-7/includes/js/index4245.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:28	2984/2984	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba8-5bfff1942a42d-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/comment-reply.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/comment-reply.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:28	14596/14596	---M-Z	200	added ('OK')	application/x-javascript	etag:%223904-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/modernizr.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/modernizr8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:28	3368/3368	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d28-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.flexnav.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.flexnav.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:29	1671/1671	---M-Z	200	added ('OK')	application/x-javascript	etag:%22687-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.waitforimages.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.waitforimages8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:29	1281/1281	---M-Z	200	added ('OK')	application/x-javascript	etag:%22501-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/appear.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/appear8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:29	40430/40430	---M-Z	200	added ('OK')	application/x-javascript	etag:%229dee-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/owl.carousel.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/owl.carousel.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:30	20087/20087	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e77-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.magnific-popup.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.magnific-popup.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:30	18351/18351	---M-Z	200	added ('OK')	application/x-javascript	etag:%2247af-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.justifiedGallery.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.justifiedGallery8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:31	37606/37606	---M-Z	200	added ('OK')	application/x-javascript	etag:%2292e6-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/isotope.pkgd.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/isotope.pkgd8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:31	11934/11934	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e9e-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/packery-mode.pkgd.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/packery-mode.pkgd8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:31	1971/1971	---M-Z	200	added ('OK')	application/x-javascript	etag:%227b3-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/fitthumbs.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/fitthumbs8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:32	3070/3070	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bfe-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.scrollto.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/jquery.scrollto.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:32	114388/114388	---M-Z	200	added ('OK')	application/x-javascript	etag:%221bed4-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/tweenmax.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/tweenmax.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:34	111404/111404	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b32c-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/swiper.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/swiper.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:34	17294/17294	---M-Z	200	added ('OK')	application/x-javascript	etag:%22438e-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/scrollmagic.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/scrollmagic.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:35	1289/1289	---M-Z	200	added ('OK')	application/x-javascript	etag:%22509-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/animation.gsap.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/animation.gsap.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:35	46473/46473	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b589-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/smooth-scrollbar.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/smooth-scrollbar.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:36	79133/79133	---M-Z	200	added ('OK')	application/x-javascript	etag:%221351d-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/scripts.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/js/scripts8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:36	934/934	---M-Z	200	added ('OK')	application/x-javascript	etag:%223a6-5cff2c15d031a-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.5.2	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/plugins/contact-form-7/modules/recaptcha/index4245.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:36	884/884	---MC-	200	added ('OK')	text/javascript	date:Mon,%2015%20Apr%202024%2002:51:36%20GMT	https://www.google.com/recaptcha/api.js?render=6Le-kOUcAAAAAIvpTr9rFZAjDgXQPceBXZ9rJA0H&ver=3.0	G:/Files/Webs/forest2/www.google.com/recaptcha/apib233.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:37	1478/1478	---M-Z	200	added ('OK')	application/x-javascript	etag:%225c6-5fbd66b5f951f-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-includes/js/wp-embed.min.js?ver=5.7.11	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-includes/js/wp-embed.min8e4f.js	(from http://clapat.ro/themes/grenada-wordpress/)
22:51:39	29128/29128	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Apr%202024%2002:51:37%20GMT	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/css/owl.video.play.png	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/css/owl.video.play.png	(from http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/css/assets.css?ver=5.7.11)
22:51:40	5381/5381	---M--	200	added ('OK')	image/png	etag:%221505-57fc37e2111c0%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/rotate.png	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/images/rotate.png	(from http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/style.css?ver=5.7.11)
22:51:53	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57fc37e2111c0-gzip%22	http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/fonts/fontawesome-webfont.eot?v=4.7.0	G:/Files/Webs/forest2/clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/fonts/fontawesome-webfont3e6e.eot	(from http://clapat.ro/themes/grenada-wordpress/wp-content/themes/grenada/css/font-awesome.min.css?ver=5.7.11)
